period	period_short	words	title	genre	form
1930	1900s	bahagia	WM 13Jan34:16	newspapers	nominalised
1930	1900s	bahagia	WM 13Jan34:16	newspapers	nominalised
1930	1900s	bahagia	WM 13Jan34:16	newspapers	nominalised
1930	1900s	bahagia	S 2Feb35:6	newspapers	nominalised
1930	1900s	bahagia	S 15Jan36:2	newspapers	nominalised
1930	1900s	bahagia	S 15Jan36:2	newspapers	nominalised
1930	1900s	bahagia	S 15Jan36:2	newspapers	nominalised
1930	1900s	bahagia	S 14Mar36:2	newspapers	nominalised
1930	1900s	bahagia	S 16May36:3	newspapers	nominalised
1930	1900s	bahagia	S 18Jul36:4	newspapers	nominalised
1930	1900s	bahagia	PK 92:5d	newspapers	nominalised
1930	1900s	bahagia	S 10Feb37:3	newspapers	nominalised
1930	1900s	bahagia	S 17Mar37:3	newspapers	nominalised
1930	1900s	bahagia	S 23Feb38:7	newspapers	nominalised
1930	1900s	bahagia	S 26Oct38:3	newspapers	nominalised
1930	1900s	bahagia	PK 125:12b	newspapers	nominalised
1940	1900s	bahagia	PK 146:10c	newspapers	nominalised
1940	1900s	bahagia	PK 146:11d	newspapers	nominalised
1940	1900s	bahagia	PK 221:3d	newspapers	nominalised
1940	1900s	bahagia	PK 262:t	newspapers	nominalised
1940	1900s	bahagia	PK 262:1b	newspapers	nominalised
1940	1900s	bahagia	PK 262:3d	newspapers	nominalised
1940	1900s	bahagia	PK 262:4a	newspapers	nominalised
1940	1900s	bahagia	PK 262:4b	newspapers	nominalised
1940	1900s	bahagia	PK 262:4c	newspapers	nominalised
1940	1900s	bahagia	PK 262:4d	newspapers	nominalised
1940	1900s	bahagia	PK 262:5d	newspapers	nominalised
1940	1900s	bahagia	S 27Jan40:3	newspapers	nominalised
1940	1900s	bahagia	S 14Feb40:3	newspapers	nominalised
1940	1900s	bahagia	S 14Feb40:3	newspapers	nominalised
1940	1900s	bahagia	S 14Feb40:3	newspapers	nominalised
1940	1900s	bahagia	S 14Feb40:3	newspapers	nominalised
1940	1900s	bahagia	PK 290:10d	newspapers	nominalised
