period	period_short	words	title	genre	form
1370	1300s	bahagia	Bayan 310:16	prose	root
1380	1300s	bahagia	AHmz 25:35	prose	root
1380	1300s	bahagia	AHmz 220:38 ....	prose	root
1380	1300s	bahagia	AHmz 328:12 .	prose	root
1380	1300s	bahagia	AHmz 362:28 .....	prose	root
1380	1300s	bahagia	AHmz 430:23	prose	root
1380	1300s	bahagia	AHmz 484:39	prose	root
1380	1300s	bahagia	AHmz 697:39	prose	root
1380	1300s	bahagia	MH 1/12:286 ........	prose	root
1380	1300s	bahagia	MH 1/19:9 .........	prose	root
1530	1500s	bahagia	Rama 31:2 ...	prose	root
1530	1500s	bahagia	Rama 33:2 .....	prose	root
1530	1500s	bahagia	Rama 87:13 ...	prose	root
1530	1500s	bahagia	Rama 166:1 ....	prose	root
1530	1500s	bahagia	Rama 659:6 ..	prose	root
1570	1500s	bahagia	Isk 19:8 .......	prose	root
1570	1500s	bahagia	Isk 22:26 .........	prose	root
1570	1500s	bahagia	Isk 58:13 ...........	prose	root
1570	1500s	bahagia	Isk 64:11 ....	prose	root
1570	1500s	bahagia	Isk 256:5 ....	prose	root
1570	1500s	bahagia	Isk 269:39 ...	prose	root
1570	1500s	bahagia	Isk 290:18 .......	prose	root
1600	1600s	bahagia	Boma 54:25 ...	prose	root
1600	1600s	bahagia	TS.K 79:11 .......	prose	root
1600	1600s	bahagia	TS.K 157:2 ........	prose	root
1600	1600s	bahagia	TS.R 12:7	prose	root
1600	1600s	bahagia	TS.R 82:16 ...	prose	root
1600	1600s	bahagia	TS.R 170:14 ...	prose	root
1620	1600s	bahagia	Aceh 117:17 ....	prose	root
1620	1600s	bahagia	Aceh 148:6	prose	root
1620	1600s	bahagia	Aceh 195:2 ..	prose	root
1620	1600s	bahagia	Aceh 195:2 ..	prose	root
1620	1600s	bahagia	Aceh 195:2 ..	prose	root
1620	1600s	bahagia	Aceh 220:9 ..	prose	root
1620	1600s	bahagia	Aceh 221:1 ....	prose	root
1620	1600s	bahagia	Aceh 279:10 .	prose	root
1650	1600s	bahagia	IbrA 100:39 .	prose	root
1650	1600s	bahagia	IbrA 166:36 .	prose	root
1650	1600s	bahagia	IbrA 223:10 .	prose	root
1650	1600s	bahagia	SM 26:31 .	prose	root
1680	1600s	bahagia	IbrA.s 16:28	prose	root
1700	1700s	bahagia	Tuah 2:21 .	prose	root
1750	1700s	bahagia	Anb 209:24 .	prose	root
1750	1700s	bahagia	Anb 254:25 .	prose	root
1750	1700s	bahagia	Anb 688:12	prose	root
1750	1700s	bahagia	Anb 706:31 .	prose	root
1780	1700s	bahagia	Misa 131:8 .	prose	root
1800	1800s	bahagia	ABS 24:6 .	prose	root
1820	1800s	bahagia	Perak 64:8	prose	root
1840	1800s	bahagia	Abd.H 440:10	prose	root
1860	1800s	bahagia	Dmsy.H 634	prose	root
1860	1800s	bahagia	Dmsy.H 635	prose	root
1870	1800s	bahagia	KSPL Maz 81:16	prose	root
1930	1900s	bahagia	KSPB Rom 4:6 .	prose	root
1930	1900s	bahagia	KSPB Rom 4:9 .	prose	root
1930	1900s	bahagia	KSPB 2Ti 1:18	prose	root
1590	1500s	bahagia	AN a15	tracts_&_manuals	root
1590	1500s	bahagia	HF 34:2b .	tracts_&_manuals	root
1590	1500s	bahagia	HF 34:9c	tracts_&_manuals	root
1590	1500s	bahagia	HF 37:9b ,	tracts_&_manuals	root
1650	1600s	bahagia	ST 67	tracts_&_manuals	root
1650	1600s	bahagia	ST 306	tracts_&_manuals	root
1820	1800s	bahagia	Tkbr 105:4	tracts_&_manuals	root
1820	1800s	bahagia	Tkbr 109:11	tracts_&_manuals	root
1820	1800s	bahagia	Tkbr 127:8	tracts_&_manuals	root
1850	1800s	bahagia	Pwng 261	tracts_&_manuals	root
1910	1900s	bahagia	Guna 23:5	tracts_&_manuals	root
1640	1600s	bahagia	BS.S 2	letters_&_documents	root
1640	1600s	bahagia	BS.S 7	letters_&_documents	root
1640	1600s	bahagia	BS.R 1:11	letters_&_documents	root
1640	1600s	bahagia	BS.R 1:12	letters_&_documents	root
1640	1600s	bahagia	BS.R 2/2:113	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:313	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:369	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:369	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:416	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:422	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:442	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:461	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/2:475	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/4:543	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/4:556	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/4:562	letters_&_documents	root
1640	1600s	bahagia	BS.M 3/4:562	letters_&_documents	root
1800	1800s	bahagia	Banten 20:2	letters_&_documents	root
1830	1800s	bahagia	Kel 1:3	letters_&_documents	root
1860	1800s	bahagia	VdW MHS 3:2	letters_&_documents	root
1870	1800s	bahagia	SRN 34:4	letters_&_documents	root
1900	1900s	bahagia	Imam 316:26	newspapers	root
1900	1900s	bahagia	Imam 321:18	newspapers	root
1900	1900s	bahagia	Imam 325:12	newspapers	root
1900	1900s	bahagia	Imam 341:1	newspapers	root
1900	1900s	bahagia	Imam 385:21	newspapers	root
1900	1900s	bahagia	Imam 423:6	newspapers	root
1900	1900s	bahagia	Imam 423:8	newspapers	root
1900	1900s	bahagia	Imam 423:33 .	newspapers	root
1900	1900s	bahagia	Imam 431:22	newspapers	root
1900	1900s	bahagia	Imam 459:10	newspapers	root
1920	1900s	bahagia	PK 7:1c	newspapers	root
1920	1900s	bahagia	PK 10:84b	newspapers	root
1930	1900s	bahagia	MG Feb30:40	newspapers	root
1930	1900s	bahagia	MG Feb30:40	newspapers	root
1930	1900s	bahagia	S 22Feb30:7	newspapers	root
1930	1900s	bahagia	MG Jan32:20	newspapers	root
1930	1900s	bahagia	MG Mar34:107	newspapers	root
1930	1900s	bahagia	WM 9Mar34:8	newspapers	root
1930	1900s	bahagia	M 13Dec34:7	newspapers	root
1930	1900s	bahagia	WM 17Jan35:10	newspapers	root
1930	1900s	bahagia	M 31Jan35:7	newspapers	root
1930	1900s	bahagia	PK 58:6c	newspapers	root
1930	1900s	bahagia	S 29Apr36:9	newspapers	root
1930	1900s	bahagia	S 8Aug36:3	newspapers	root
1930	1900s	bahagia	PK 84:13c	newspapers	root
1930	1900s	bahagia	S 9Jan37:3	newspapers	root
1930	1900s	bahagia	S 22May37:9	newspapers	root
1930	1900s	bahagia	S 22May37:9	newspapers	root
1930	1900s	bahagia	S 29Sep37:3	newspapers	root
1930	1900s	bahagia	S 25Dec37:2	newspapers	root
1930	1900s	bahagia	S 5Feb38:7	newspapers	root
1930	1900s	bahagia	S 25Dec38:3	newspapers	root
1930	1900s	bahagia	PK 125:14d	newspapers	root
1930	1900s	bahagia	PK 135:9b	newspapers	root
1930	1900s	bahagia	S 31May39:5	newspapers	root
1930	1900s	bahagia	S 31May39:5	newspapers	root
1940	1900s	bahagia	PK 148:1c	newspapers	root
1940	1900s	bahagia	PK 154:6b	newspapers	root
1940	1900s	bahagia	PK 156:8b	newspapers	root
1940	1900s	bahagia	PK 156:11d	newspapers	root
1940	1900s	bahagia	PK 159:4d	newspapers	root
1940	1900s	bahagia	PK 159:5d	newspapers	root
1940	1900s	bahagia	PK 180:5b	newspapers	root
1940	1900s	bahagia	PK 202:2a §	newspapers	root
1940	1900s	bahagia	PK 264:1b	newspapers	root
1940	1900s	bahagia	PK 300:1b	newspapers	root
1940	1900s	bahagia	PK 301:2c	newspapers	root
1940	1900s	bahagia	PK 301:3b	newspapers	root
1940	1900s	bahagia	PK 301:6b	newspapers	root
1940	1900s	bahagia	PK 301:8c	newspapers	root
1940	1900s	bahagia	PK 301:8c	newspapers	root
1940	1900s	bahagia	PK 326:1d §	newspapers	root
1940	1900s	bahagia	PK 326:7d	newspapers	root
1940	1900s	bahagia	PK 326:9b	newspapers	root
1940	1900s	bahagia	PK 330:6d	newspapers	root
1940	1900s	bahagia	PK 330:9b	newspapers	root
1940	1900s	bahagia	PK 330:13b	newspapers	root
1810	1800s	bahagia	Maul 1098c	verses	root
1810	1800s	bahagia	Maul 1100d	verses	root
1820	1800s	bahagia	Ungg 31r 4b |	verses	root
1860	1800s	bahagia	BayB 13r 4d	verses	root
1860	1800s	bahagia	Kmt 2:8b	verses	root
1880	1800s	bahagia	RIJ 19d	verses	root
1890	1800s	bahagia	SSiti 115:4c	verses	root
1890	1800s	bahagia	PSL 13:5a	verses	root
1890	1800s	bahagia	SAB 67:2d	verses	root
1910	1900s	bahagia	Raksi 107b	verses	root
1930	1900s	bahagia	TZA 1.35c	verses	root
1930	1900s	bahagia	TZA 1.188b	verses	root
1930	1900s	bahagia	TZA 1.326d	verses	root
1930	1900s	bahagia	TZA 1.419a	verses	root
1930	1900s	bahagia	TZA 1.837d	verses	root
1930	1900s	bahagia	TZA 1.906d	verses	root
1930	1900s	bahagia	TZA 1.984d	verses	root
1930	1900s	bahagia	TZA 1.1152a	verses	root
1930	1900s	bahagia	TZA 1.1163d	verses	root
1930	1900s	bahagia	TZA 1.1292d	verses	root
1930	1900s	bahagia	TZA 1.1334d	verses	root
1930	1900s	bahagia	TZA 2.667c	verses	root
1930	1900s	bahagia	TZA 2.731b	verses	root
1930	1900s	bahagia	TZA 2.1003c	verses	root
1930	1900s	bahagia	TZA 2.1038c	verses	root
1930	1900s	bahagia	TZA 2.1092c	verses	root
1930	1900s	bahagia	TZA 2.1097c	verses	root
1930	1900s	bahagia	TZA 2.1137d	verses	root
1930	1900s	bahagia	TZA 2.1351d	verses	root
1530	1500s	gembira	Rama 246:6	prose	root
1600	1600s	gembira	TS.K 221:30	prose	root
1600	1600s	gembira	TS.R 227:21	prose	root
1650	1600s	gembira	Pel 43:1	prose	root
1700	1700s	gembira	Tuah 145:24	prose	root
1750	1700s	gembira	Anb 123:21	prose	root
1750	1700s	gembira	Anb 127:11	prose	root
1750	1700s	gembira	Anb 128:5	prose	root
1780	1700s	gembira	Misa 168:12	prose	root
1800	1800s	gembira	Bik 116:5	prose	root
1810	1800s	gembira	PNB 70:8	prose	root
1840	1800s	gembira	Mar 123a	prose	root
1860	1800s	gembira	M&B 34:13	prose	root
1860	1800s	gembira	M&B 117:19	prose	root
1870	1800s	gembira	INata 108:2	prose	root
1950	1900s	gembira	Sikka 17	prose	root
1950	1900s	gembira	Sikka 244	prose	root
1950	1900s	gembira	Sikka 246	prose	root
1950	1900s	gembira	Sikka 250	prose	root
1820	1800s	gembira	WBrn 8:11	letters_&_documents	root
1920	1900s	gembira	PK 10:110b	newspapers	root
1930	1900s	gembira	S 23May31:8	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 2Jun32:6	newspapers	root
1930	1900s	gembira	M 14Jul32:6	newspapers	root
1930	1900s	gembira	S 9Aug32:1	newspapers	root
1930	1900s	gembira	M 19Sep32:7	newspapers	root
1930	1900s	gembira	M 14Nov32:5	newspapers	root
1930	1900s	gembira	M 13Dec34:7	newspapers	root
1930	1900s	gembira	M 13Dec34:5	newspapers	root
1930	1900s	gembira	S 2Feb35:6	newspapers	root
1930	1900s	gembira	S 4Sep35:6	newspapers	root
1930	1900s	gembira	S 23Feb38:7	newspapers	root
1930	1900s	gembira	PK 144:2a	newspapers	root
1940	1900s	gembira	PK 180:6c	newspapers	root
1940	1900s	gembira	PK 201:5c	newspapers	root
1940	1900s	gembira	PK 215:1d	newspapers	root
1940	1900s	gembira	PK 215:10d	newspapers	root
1940	1900s	gembira	PK 224:16c	newspapers	root
1940	1900s	gembira	PK 236:4c	newspapers	root
1940	1900s	gembira	PK 239:4a	newspapers	root
1940	1900s	gembira	PK 248:2a	newspapers	root
1940	1900s	gembira	PK 249:7d	newspapers	root
1940	1900s	gembira	PK 280:8a	newspapers	root
1940	1900s	gembira	PK 284:5b	newspapers	root
1940	1900s	gembira	PK 303:3b	newspapers	root
1750	1700s	gembira	Bid 154:5d	verses	root
1750	1700s	gembira	KT 153:71b	verses	root
1810	1800s	gembira	Maul 108b	verses	root
1810	1800s	gembira	Maul 316a	verses	root
1810	1800s	gembira	Maul 320c	verses	root
1810	1800s	gembira	Maul 666c	verses	root
1820	1800s	gembira	Zub 88:4a	verses	root
1820	1800s	gembira	Zub 270:2a	verses	root
1820	1800s	gembira	Zub 296:3a	verses	root
1820	1800s	gembira	Zub 297:5a	verses	root
1820	1800s	gembira	Zub 302:6a	verses	root
1820	1800s	gembira	Zub 312:8a	verses	root
1820	1800s	gembira	Zub 530:5c	verses	root
1830	1800s	gembira	Perb 33c	verses	root
1840	1800s	gembira	PJ 247c	verses	root
1840	1800s	gembira	PJ 265b	verses	root
1860	1800s	gembira	NurP 26:5d	verses	root
1860	1800s	gembira	NurP 27:1c	verses	root
1860	1800s	gembira	NurP 31:6d	verses	root
1860	1800s	gembira	NurP 32:3c	verses	root
1860	1800s	gembira	Dmsy.S 1627c	verses	root
1860	1800s	gembira	Dmsy.S 1638c	verses	root
1860	1800s	gembira	Awai 72b	verses	root
1870	1800s	gembira	Wangk 33:2c	verses	root
1870	1800s	gembira	WHaji f.7	verses	root
1890	1800s	gembira	SSiti 161:10c	verses	root
1890	1800s	gembira	SSiti 168:6d	verses	root
1890	1800s	gembira	SSiti 171:3a	verses	root
1890	1800s	gembira	RJoh 286a	verses	root
1890	1800s	gembira	RJoh 408b	verses	root
1890	1800s	gembira	RJoh 496b	verses	root
1890	1800s	gembira	RJoh 514a	verses	root
1890	1800s	gembira	RJoh 518a	verses	root
1930	1900s	gembira	TZA 1.1449c	verses	root
1930	1900s	gembira	TZA 2.140d	verses	root
1930	1900s	gembira	TZA 2.701d	verses	root
1930	1900s	gembira	TZA 2.1089d	verses	root
1380	1300s	senang	AHmz 418:14	prose	root
1600	1600s	senang	Boma 173:7	prose	root
1620	1600s	senang	Kutai 191:4	prose	root
1650	1600s	senang	Hitu 106,XXVI	prose	root
1650	1600s	senang	Hitu 106,XXVI	prose	root
1700	1700s	senang	Tuah 498:37	prose	root
1700	1700s	senang	Tuah 512:2	prose	root
1730	1700s	senang	Pat 77:14	prose	root
1730	1700s	senang	Pat 83:5	prose	root
1760	1700s	senang	BSK 261/23	prose	root
1780	1700s	senang	Misa 112:6	prose	root
1780	1700s	senang	NMuda 103:15	prose	root
1780	1700s	senang	NMuda 108:20	prose	root
1780	1700s	senang	NMuda 128:1	prose	root
1810	1800s	senang	PNB 148:26	prose	root
1810	1800s	senang	PNB 150:18	prose	root
1820	1800s	senang	SJal 8	prose	root
1820	1800s	senang	SJal 24	prose	root
1830	1800s	senang	Abd.PK 39	prose	root
1830	1800s	senang	Abd.PK 99	prose	root
1830	1800s	senang	Abd.PK 99	prose	root
1830	1800s	senang	Abd.PK 109	prose	root
1830	1800s	senang	Abd.PK 125	prose	root
1830	1800s	senang	Abd.PK 125	prose	root
1830	1800s	senang	TBarus 190:32	prose	root
1830	1800s	senang	TBarus 191:4	prose	root
1830	1800s	senang	TBarus 192:16	prose	root
1830	1800s	senang	TBarus 193:18	prose	root
1830	1800s	senang	TBarus 196:33	prose	root
1830	1800s	senang	TBarus 197:23	prose	root
1830	1800s	senang	TBarus 200:9	prose	root
1830	1800s	senang	TBarus 214:30	prose	root
1830	1800s	senang	TBarus 219:10	prose	root
1840	1800s	senang	Abd.C KA 65	prose	root
1840	1800s	senang	Abd.C KA 68	prose	root
1840	1800s	senang	Abd.C KA 70	prose	root
1840	1800s	senang	Abd.C KA 70	prose	root
1840	1800s	senang	Abd.C KA 71	prose	root
1840	1800s	senang	BSK 364/101	prose	root
1840	1800s	senang	Abd.H 16:15	prose	root
1840	1800s	senang	Abd.H 35:13	prose	root
1840	1800s	senang	Abd.H 36:14	prose	root
1840	1800s	senang	Abd.H 40:15	prose	root
1840	1800s	senang	Abd.H 41:8	prose	root
1840	1800s	senang	Abd.H 46:5	prose	root
1840	1800s	senang	Abd.H 136:2	prose	root
1840	1800s	senang	Abd.H 139:1	prose	root
1840	1800s	senang	Abd.H 139:4	prose	root
1840	1800s	senang	Abd.H 157:10	prose	root
1840	1800s	senang	Abd.H 171:12	prose	root
1840	1800s	senang	Abd.H 171:12	prose	root
1840	1800s	senang	Abd.H 173:5	prose	root
1840	1800s	senang	Abd.H 173:10	prose	root
1840	1800s	senang	Abd.H 178:2	prose	root
1840	1800s	senang	Abd.H 183:12	prose	root
1840	1800s	senang	Abd.H 223:14	prose	root
1840	1800s	senang	Abd.H 237:8	prose	root
1840	1800s	senang	Abd.H 237:9	prose	root
1840	1800s	senang	Abd.H 276:4	prose	root
1840	1800s	senang	Abd.H 276:12	prose	root
1840	1800s	senang	Abd.H 277:1	prose	root
1840	1800s	senang	Abd.H 286:6	prose	root
1840	1800s	senang	Abd.H 312:11	prose	root
1840	1800s	senang	Abd.H 313:4	prose	root
1840	1800s	senang	Abd.H 313:15	prose	root
1840	1800s	senang	Abd.H 314:12	prose	root
1840	1800s	senang	Abd.H 315:7	prose	root
1840	1800s	senang	Abd.H 315:15	prose	root
1840	1800s	senang	Abd.H 335:3	prose	root
1840	1800s	senang	Abd.H 343:1	prose	root
1840	1800s	senang	Abd.H 343:2	prose	root
1840	1800s	senang	Abd.H 343:13	prose	root
1840	1800s	senang	Abd.H 370:10	prose	root
1840	1800s	senang	Abd.H 370:13	prose	root
1840	1800s	senang	Abd.H 404:12	prose	root
1840	1800s	senang	Abd.H 406:10	prose	root
1840	1800s	senang	Abd.H 423:15	prose	root
1840	1800s	senang	Abd.H 423:19	prose	root
1840	1800s	senang	Abd.H 423:21	prose	root
1850	1800s	senang	Abd.PM 13	prose	root
1850	1800s	senang	Siak 431	prose	root
1860	1800s	senang	Bangka 67:2	prose	root
1860	1800s	senang	Bangka 119:28	prose	root
1860	1800s	senang	Dmsy.H 791	prose	root
1860	1800s	senang	M&B 52:11	prose	root
1860	1800s	senang	M&B 77:6	prose	root
1860	1800s	senang	M&B 130:25	prose	root
1860	1800s	senang	M&B 131:5	prose	root
1860	1800s	senang	M&B 152:6	prose	root
1860	1800s	senang	M&B 157:7	prose	root
1860	1800s	senang	M&B 173:2	prose	root
1860	1800s	senang	M&B 217:12	prose	root
1860	1800s	senang	M&B 229:34	prose	root
1860	1800s	senang	M&B 277:6	prose	root
1860	1800s	senang	Barus 143:19	prose	root
1860	1800s	senang	Barus 158:33	prose	root
1860	1800s	senang	Barus 160:22	prose	root
1860	1800s	senang	TN 64:7	prose	root
1860	1800s	senang	TN 67:22	prose	root
1860	1800s	senang	TN 83:8	prose	root
1860	1800s	senang	TN 134:18	prose	root
1860	1800s	senang	TN 143:9	prose	root
1860	1800s	senang	TN 186:19	prose	root
1860	1800s	senang	TN 219:18	prose	root
1860	1800s	senang	TN 251:1	prose	root
1860	1800s	senang	TN 422:15	prose	root
1870	1800s	senang	KSPL Kel 18:18	prose	root
1870	1800s	senang	KSPL Bil 23:23	prose	root
1870	1800s	senang	KSPL Bil 35:11	prose	root
1870	1800s	senang	KSPL Ula 28:65	prose	root
1870	1800s	senang	KSPL 1Sa 16:23	prose	root
1870	1800s	senang	KSPL 2Sa 7:27	prose	root
1870	1800s	senang	KSPL 1Ra 8:66	prose	root
1870	1800s	senang	KSPL 2Ta 7:10	prose	root
1870	1800s	senang	KSPL Ayu 3:26	prose	root
1870	1800s	senang	KSPL Ayu 11:18	prose	root
1870	1800s	senang	KSPL Ayu 14:6	prose	root
1870	1800s	senang	KSPL Maz 22:3	prose	root
1870	1800s	senang	KSPL Maz 38:4	prose	root
1870	1800s	senang	KSPL Ams 1:33	prose	root
1870	1800s	senang	KSPL Ams 3:24	prose	root
1870	1800s	senang	KSPL Ams 26:22	prose	root
1870	1800s	senang	KSPL Yes 14:7	prose	root
1870	1800s	senang	KSPL Yeh 22:14	prose	root
1870	1800s	senang	KSPL Dan 1:4	prose	root
1870	1800s	senang	KSPL Dan 4:4	prose	root
1870	1800s	senang	KSPL Mik 2:8	prose	root
1880	1800s	senang	Pah 19:19	prose	root
1880	1800s	senang	Pah 24:17	prose	root
1880	1800s	senang	Pah 27:2	prose	root
1880	1800s	senang	Pah 55:7	prose	root
1880	1800s	senang	Mpt 3	prose	root
1880	1800s	senang	Mpt 5	prose	root
1880	1800s	senang	Mpt 6	prose	root
1880	1800s	senang	Mpt 37	prose	root
1880	1800s	senang	Mpt 68	prose	root
1880	1800s	senang	Mpt 68	prose	root
1880	1800s	senang	Mpt 82	prose	root
1880	1800s	senang	Mpt 142	prose	root
1880	1800s	senang	Mpt 145	prose	root
1880	1800s	senang	Mpt 146	prose	root
1880	1800s	senang	Mpt 196	prose	root
1880	1800s	senang	Mpt 201	prose	root
1880	1800s	senang	Mpt 209	prose	root
1880	1800s	senang	Mpt 209	prose	root
1880	1800s	senang	Mpt 209	prose	root
1880	1800s	senang	Mpt 211	prose	root
1880	1800s	senang	Mpt 225	prose	root
1880	1800s	senang	Mpt 240	prose	root
1890	1800s	senang	Puras 29:10	prose	root
1890	1800s	senang	Puras 120:8	prose	root
1890	1800s	senang	Puras 120:8	prose	root
1900	1900s	senang	CJen.B 53:20	prose	root
1910	1900s	senang	SKel 9:1	prose	root
1910	1900s	senang	SKel 24:29	prose	root
1910	1900s	senang	SKel 26:8	prose	root
1910	1900s	senang	SKel 27:24	prose	root
1910	1900s	senang	SKel 67:16	prose	root
1910	1900s	senang	SKel 89:15	prose	root
1910	1900s	senang	SKel 92:9	prose	root
1910	1900s	senang	SKel 93:2	prose	root
1910	1900s	senang	SKel 94:35	prose	root
1910	1900s	senang	SKel 94:36	prose	root
1910	1900s	senang	J&P 60:14	prose	root
1930	1900s	senang	KSPB Mat 11:30	prose	root
1930	1900s	senang	KSPB Kis 3:20	prose	root
1930	1900s	senang	KSPB 1Ko 7:40	prose	root
1930	1900s	senang	KSPB 2Ko 2:13	prose	root
1930	1900s	senang	KSPB 2Ko 8:13	prose	root
1930	1900s	senang	KSPB Fil 2:19	prose	root
1930	1900s	senang	KSPB 1Ti 6:6 .	prose	root
1930	1900s	senang	KSPB 2Ti 4:2	prose	root
1930	1900s	senang	KSPB 2Ti 4:2	prose	root
1930	1900s	senang	KSPB Yak 5:13	prose	root
1950	1900s	senang	Sikka 12	prose	root
1950	1900s	senang	Sikka 29	prose	root
1950	1900s	senang	Sikka 32	prose	root
1950	1900s	senang	Sikka 57	prose	root
1950	1900s	senang	Sikka 87	prose	root
1950	1900s	senang	Sikka 97	prose	root
1950	1900s	senang	Sikka 106	prose	root
1950	1900s	senang	Sikka 110	prose	root
1950	1900s	senang	Sikka 137	prose	root
1950	1900s	senang	Sikka 140	prose	root
1950	1900s	senang	Sikka 152	prose	root
1950	1900s	senang	Sikka 158	prose	root
1950	1900s	senang	Sikka 160	prose	root
1950	1900s	senang	Sikka 167	prose	root
1950	1900s	senang	Sikka 168	prose	root
1950	1900s	senang	Sikka 183	prose	root
1950	1900s	senang	Sikka 184	prose	root
1950	1900s	senang	Sikka 212	prose	root
1950	1900s	senang	Sikka 255	prose	root
1950	1900s	senang	Sikka 256	prose	root
1590	1500s	senang	HF 5:13b	tracts_&_manuals	root
1590	1500s	senang	HF 47:23d	tracts_&_manuals	root
1590	1500s	senang	HF 47:86b	tracts_&_manuals	root
1590	1500s	senang	HF 47:90b	tracts_&_manuals	root
1910	1900s	senang	Guna 22rm:3	tracts_&_manuals	root
1910	1900s	senang	Guna 27:2	tracts_&_manuals	root
1730	1700s	senang	Wrkh 8:2	letters_&_documents	root
1780	1700s	senang	Gold 18:4	letters_&_documents	root
1790	1700s	senang	WSumB 2:22 .	letters_&_documents	root
1790	1700s	senang	WSumB 5:21	letters_&_documents	root
1790	1700s	senang	WBima L 4:7	letters_&_documents	root
1790	1700s	senang	WBima L 4:11	letters_&_documents	root
1790	1700s	senang	SRN 3:4	letters_&_documents	root
1800	1800s	senang	Banten 19:v21	letters_&_documents	root
1800	1800s	senang	PBanj 162:25	letters_&_documents	root
1800	1800s	senang	Banten 27:11	letters_&_documents	root
1810	1800s	senang	Banten 28:2r4	letters_&_documents	root
1810	1800s	senang	Wrkh 38:3	letters_&_documents	root
1810	1800s	senang	Wrkh 44:2	letters_&_documents	root
1810	1800s	senang	Wrkh 54:2	letters_&_documents	root
1810	1800s	senang	Wrkh 55:2	letters_&_documents	root
1810	1800s	senang	Wrkh 64:2	letters_&_documents	root
1810	1800s	senang	Wrkh 64:3	letters_&_documents	root
1810	1800s	senang	PBanj 199:17	letters_&_documents	root
1810	1800s	senang	Farq 18:10	letters_&_documents	root
1810	1800s	senang	Farq 22:19	letters_&_documents	root
1810	1800s	senang	Farq 33:15	letters_&_documents	root
1810	1800s	senang	Farq 35:37	letters_&_documents	root
1820	1800s	senang	SRN 29:5	letters_&_documents	root
1820	1800s	senang	SITS 308:3	letters_&_documents	root
1820	1800s	senang	SITS 332:18	letters_&_documents	root
1820	1800s	senang	Wrkh 80:7	letters_&_documents	root
1820	1800s	senang	Wrkh 81:2	letters_&_documents	root
1820	1800s	senang	PBanj 230:22	letters_&_documents	root
1820	1800s	senang	SRN 32:3	letters_&_documents	root
1820	1800s	senang	SRN 32:3	letters_&_documents	root
1830	1800s	senang	Kel 15:19	letters_&_documents	root
1830	1800s	senang	Kel 25:9	letters_&_documents	root
1840	1800s	senang	SRN 38:3	letters_&_documents	root
1840	1800s	senang	SRN 38:6	letters_&_documents	root
1860	1800s	senang	VdW RAH 27:3	letters_&_documents	root
1860	1800s	senang	VdW RAH 27:3	letters_&_documents	root
1860	1800s	senang	VdW MHS 1:2	letters_&_documents	root
1860	1800s	senang	VdW RAH 31:5	letters_&_documents	root
1860	1800s	senang	VdW RAH 34:5	letters_&_documents	root
1860	1800s	senang	VdW RAH 47:4	letters_&_documents	root
1860	1800s	senang	VdW HI 39:5	letters_&_documents	root
1860	1800s	senang	VdW HI 40:4	letters_&_documents	root
1860	1800s	senang	VdW RAH 51:2	letters_&_documents	root
1860	1800s	senang	VdW RAH 62:5	letters_&_documents	root
1860	1800s	senang	VdW RAH 66:6	letters_&_documents	root
1870	1800s	senang	VdW RAH 77:1	letters_&_documents	root
1870	1800s	senang	VdW RAH 80:3	letters_&_documents	root
1870	1800s	senang	VdW RAH 83:4	letters_&_documents	root
1870	1800s	senang	Wrkh 97:2	letters_&_documents	root
1870	1800s	senang	VdW RAH 90:3	letters_&_documents	root
1870	1800s	senang	VdW HI 80:2	letters_&_documents	root
1870	1800s	senang	VdW RAH 99:4	letters_&_documents	root
1870	1800s	senang	VdW RAH 110:3	letters_&_documents	root
1870	1800s	senang	VdW RAH 118:2	letters_&_documents	root
1900	1900s	senang	Imam 342:11	newspapers	root
1900	1900s	senang	Imam 368:8	newspapers	root
1900	1900s	senang	Imam 459:17	newspapers	root
1900	1900s	senang	Imam 476:30	newspapers	root
1920	1900s	senang	PK 7:1d	newspapers	root
1920	1900s	senang	PK 10:40b	newspapers	root
1930	1900s	senang	PK 28:2b	newspapers	root
1930	1900s	senang	S 22Feb30:7	newspapers	root
1930	1900s	senang	MG Mar30:5	newspapers	root
1930	1900s	senang	MG Apr30:73	newspapers	root
1930	1900s	senang	MG May30:87	newspapers	root
1930	1900s	senang	MG May30:87	newspapers	root
1930	1900s	senang	MG May30:87	newspapers	root
1930	1900s	senang	MG May30:87	newspapers	root
1930	1900s	senang	S 24May30:6	newspapers	root
